AblakNev;GombNev;Tulajdonsag;Ertek;MelyikElem;EgyKettőHárom
Ablak_Jármű;Állkirak;Visible;true;91;2
Ablak_Jármű;PDF_rögzít;Visible;true;91;3
Ablak_Napiadatok;Napiadatok_Frissítése;Visible;true;108;1
Ablak_szerelvény;Egyszerelvényminusz;Enabled;true;100;1
Ablak_szerelvény;Szerelvénytörlés;Enabled;true;100;1
Ablak_szerelvény;Újszerelvény;Enabled;true;100;1
Ablak_szerelvény;Hozzáad;Enabled;true;100;1
Ablak_szerelvény;Előírt_Egyszerelvényminusz;Enabled;true;100;2
Ablak_szerelvény;Előírt_szerelvénytörlés;Enabled;true;100;2
Ablak_szerelvény;Előírt_Újszerelvény;Enabled;true;100;2
Ablak_szerelvény;Előírt_hozzáad;Enabled;true;100;2
Ablak_szerelvény;E2_panel;Visible;true;100;2
Ablak_szerelvény;Utasítás;Enabled;true;100;3
Ablak_szerelvény;E2_Törlés;Enabled;true;100;3
Ablak_Főkönyv;ZSER_módosítás;Visible;true;96;1
Ablak_Főkönyv;ZSER_másol;Visible;true;96;1
Ablak_Főkönyv;R_törlés;Visible;true;96;2
Ablak_Főkönyv;R_rögzít;Visible;true;96;2
Ablak_Főkönyv;Járműpanel_OK;Visible;true;96;3
Ablak_Főkönyv;Takarítás;Visible;true;97;2
Ablak_Főkönyv;Beállólista;Visible;true;97;2
Ablak_Főkönyv;Meghagyás;Visible;true;97;2
Ablak_Főkönyv;Haromnapos;Visible;true;97;2
Ablak_Főkönyv;Főkönyv;Visible;true;97;3
Ablak_Főkönyv;Program_adatok;Visible;true;98;1
Ablak_Főkönyv;Zserbeolvasás;Visible;true;98;2
Ablak_Főkönyv;ZSERellenőrzés;Visible;true;98;3
Ablak_Főkönyv_Napi_Adatok;Adatok_Másolása;Visible;true;96;3
Ablak_kidobó;ForteBetöltés;Visible;true;178;1
Ablak_Menetkimaradás;BtnSap;Enabled;true;20;1
Ablak_Menetkimaradás;Panel1;Visible;true;20;3
Ablak_Menetkimaradás;Panel2;Visible;true;20;3
Ablak_Menetkimaradás;BtnFőmérnükség;Visible;true;20;3
Ablak_Menetkimaradás;Button1;Visible;true;21;1
Ablak_Menetkimaradás;Button4;Enabled;true;21;1
Ablak_Menetkimaradás;Button2;Visible;true;21;2
Ablak_Menetkimaradás;Button4;Enabled;true;21;2
Ablak_Menetkimaradás;Button3;Visible;true;21;3
Ablak_Menetkimaradás;Button4;Enabled;true;21;3
Ablak_állomány;Rögzít;Enabled;true;179;1
Ablak_Behajtási;BtnAdminOkrögzítés;Enabled;true;240;1
Ablak_Behajtási;BtnAdminOkfel;Enabled;true;240;1
Ablak_Behajtási;BtnAdminOkTöröl;Enabled;true;240;1
Ablak_Behajtási;BtnAdminRögz;Enabled;true;240;3
Ablak_Behajtási;BtnAdminÚjEngedély;Enabled;true;240;3
Ablak_Behajtási;BtnDolgozóilsta;Enabled;true;241;1
Ablak_Behajtási;BtnGondnokSave;Enabled;true;242;1
Ablak_Behajtási;BtnSzakszeng;Enabled;true;242;2
Ablak_Behajtási;BtnEngedélySzakBírál;Enabled;true;242;2
Ablak_Behajtási;Elutasít_gomb;Enabled;true;242;2
Ablak_Behajtási;BtnÚjEngedély;Enabled;true;243;1
Ablak_Behajtási;BtnKérelemPDF;Enabled;true;243;2
Ablak_Behajtási;BtnkérelemRögzítés;Enabled;true;243;3
Ablak_Behajtási;BtnEngedélyListaGondnokEmail;Enabled;true;244;1
Ablak_Behajtási;BtnEngedélyListaSzakEmail;Enabled;true;244;1
Ablak_Behajtási;BtnEngedélyListaEngedélyNyomtat;Enabled;true;244;2
Ablak_Behajtási;BtnEngedélyListaÁtvételNyomtat;Enabled;true;244;3
Ablak_Behajtási;BtnEngedélyListaÁtvételKüld;Enabled;true;245;1
Ablak_Behajtási;BtnEngedélyListaÁtvételMegtörtént;Enabled;true;245;2
Ablak_Behajtási;BtnEngedélyListaTörlés;Enabled;true;245;3
Ablak_Eszköz;SAP_adatok;Visible;true;228;1
Ablak_Eszköz;Át_Tölt;Visible;true;228;2
Ablak_Szerszám;Alap_Rögzít;Enabled;true;229;1
Ablak_Szerszám;KépTörlés;Enabled;true;229;1
Ablak_Szerszám;Kép_rögzít;Enabled;true;229;1
Ablak_Szerszám;Könyv_Rögzít;Enabled;true;229;2
Ablak_Szerszám;Rögzít;Enabled;true;229;3
Ablak_külső;Autó_ok;Enabled;true;247;1
Ablak_külső;Autó_töröl;Enabled;true;247;1
Ablak_külső;Autó_beolvas;Enabled;true;247;1
Ablak_külső;Dolg_Rögzít;Enabled;true;247;2
Ablak_külső;Dolgozó_töröl;Enabled;true;247;2
Ablak_külső;Dolgozó_beolvas;Enabled;true;247;2
Ablak_külső;Telephely_rögzít;Enabled;true;248;1
Ablak_külső;Alap_Rögzít;Enabled;true;248;2
Ablak_külső;Cégek_engedélyezésre;Enabled;true;248;3
Ablak_külső;BtnSzakszeng;Enabled;true;249;1
Ablak_külső;Email_rögzít;Enabled;true;249;1
Ablak_külső;Engedély_elutasítás;Enabled;true;249;2
Ablak_külső;Engedély_visszavonás;Enabled;true;249;3
Ablak_Rezsi;Rögzítteljes;Enabled;true;220;1
Ablak_Rezsi;Tárolásihelyrögzítés;Enabled;true;220;2
Ablak_Rezsi;KépHozzáad;Enabled;true;220;3
Ablak_Rezsi;BeRögzít;Enabled;true;221;1
Ablak_Rezsi;Kirögzít;Enabled;true;221;2
Ablak_Védő;Alap_Rögzít;Enabled;true;237;1
Ablak_Védő;Könyv_Rögzít;Enabled;true;237;2
Ablak_Védő;Rögzít;Enabled;true;237;3
Ablak_Épülettakarítás;Nyitva;Enabled;true;234;1
Ablak_Épülettakarítás;Zárva;Enabled;true;234;1
Ablak_Épülettakarítás;Terv_Rögzítés;Enabled;true;234;1
Ablak_Épülettakarítás;Mentés;Enabled;true;234;2
Ablak_Épülettakarítás;Zárva1;Enabled;true;234;2
Ablak_Épülettakarítás;Nyitva1;Enabled;true;234;2
Ablak_Épülettakarítás;Alap_Rögzít;Enabled;true;234;3
Ablak_Épülettakarítás_alap;Osztály_rögzít;Enabled;true;235;1
Ablak_Épülettakarítás_alap;Osztály_törlés;Enabled;true;235;1
Ablak_Épülettakarítás_alap;Osztály_feljebb;Enabled;true;235;1
Ablak_Épülettakarítás_alap;Adatok_beolvasása;Enabled;true;235;1
Ablak_Épülettakarítás_alap;Opció_OK;Enabled;true;235;1
Ablak_Épülettakarítás_alap;Helység_feljebb;Enabled;true;235;2
Ablak_Épülettakarítás_alap;Részletes_Kuka;Enabled;true;235;3
Ablak_Épülettakarítás_alap;Részletes_feljebb;Enabled;true;235;3
Ablak_Épülettakarítás_alap;Részletes_rögzít;Enabled;true;235;3
